--------------------------------------------------------------------------------------------------------------------
Turbine Test for Reduced number of cycles
Scenarios: 10
Turbines: 3
Time Limit: 172800
Max Gap: 0.05
-------------------------------------
Status: Unfinished
Profit = 119727
Gap: 72.2424 %
-------------------------------------
 Cycle Period    Power(1)   SoldDA(1)   SoldRT(1)    Power(2)   SoldDA(2)   SoldRT(2)    Power(3)   SoldDA(3)   SoldRT(3)    Power(4)   SoldDA(4)   SoldRT(4)    Power(5)   SoldDA(5)   SoldRT(5)    Power(6)   SoldDA(6)   SoldRT(6)    Power(7)   SoldDA(7)   SoldRT(7)    Power(8)   SoldDA(8)   SoldRT(8)    Power(9)   SoldDA(9)   SoldRT(9)    Power(10)   SoldDA(10)   SoldRT(10)
   711      9     2.82805     0.00000     1.41402     2.82805     0.00000     1.41402     2.82805     0.00000     1.41402     1.87653     0.00000     0.93826     2.24056     0.00000     1.12028     2.54435     0.13056     1.14162     2.24056     0.00000     1.12028     2.70074     0.00000     1.35037     2.82805     1.41402     0.00000     2.82805     0.00885     1.40517
   711     10     3.27657     0.00000     1.63828     3.27657     0.00000     1.63828     3.27657     0.00000     1.63828     3.27657     0.00000     1.63828     3.14415     0.00000     1.57207     3.27657     0.00000     1.63828     3.27657     0.00000     1.63828     3.27657     0.00000     1.63828     3.27657     0.00000     1.63828     3.27657     0.00000     1.63828
   711     11     3.60256     0.00000     1.80128     3.60256     0.00000     1.80128     3.60256     0.00000     1.80128     3.34362     0.00000     1.67181     3.34362     0.00000     1.67181     3.60256     0.00000     1.80128     3.54435     0.00000     1.77218     3.34362     0.00000     1.67181     3.63657     0.00000     1.81828     0.00000     0.00000     0.00000
   711     12     3.55624     0.00000     1.77812     3.58664     0.00000     1.79332     1.90587     0.00000     0.95294     3.85835     0.00000     1.92917     1.90587     0.00000     0.95294     3.79950     0.00000     1.89975     3.58664     0.00000     1.79332     3.79950     0.00000     1.89975     3.58664     0.00000     1.79332     1.90587     0.00000     0.95294
   712      6     1.07812     0.42960     0.10946     0.85920     0.42960     0.00000     0.85920     0.30284     0.12676     0.85920     0.00000     0.42960     0.85920     0.42960     0.00000     0.85920     0.41961     0.00999     0.85920     0.42960     0.00000     0.85920     0.09799     0.33162     0.85920     0.24375     0.18585     0.85920     0.00081     0.42879
   712      7     1.66994     0.01307     0.82190     1.52213     0.66014     0.10093     1.66994     0.00000     0.83497     1.52213     0.00000     0.76107     1.66994     0.01307     0.82190     1.75014     0.00000     0.87507     1.06210     0.53105    -0.00000     1.66994     0.16007     0.67490     1.52213     0.39819     0.36287     1.52213     0.00132     0.75974
   712      8     2.51674     0.00000     1.25837     2.51674     0.42274     0.83563     2.39908     1.19954     0.00000     1.85406     0.90203     0.02500     2.39908     0.00000     1.19954     2.39908     1.10179     0.09775     2.39908     1.19954     0.00000     2.39908     1.19954     0.00000     2.39908     1.19954     0.00000     2.51674     1.19277     0.06560
   712      9     3.12985     1.56492     0.00000     3.12985     1.01342     0.55151     3.12985     1.46581     0.09911     2.98079     1.49039     0.00000     3.12985     1.56492     0.00000     2.98079     0.12753     1.36287     3.12985     1.56492     0.00000     2.98079     0.28178     1.20861     2.98079     0.36903     1.12136     3.12985     0.00883     1.55609
   712     10     3.38525     0.00000     1.69263     3.74001     0.32722     1.54279     3.62412     1.81206     0.00000     3.62412     1.38834     0.42372     3.74001     0.00000     1.87001     3.38525     0.00000     1.69263     3.38525     0.00000     1.69263     3.38525     0.00000     1.69263     3.62412     1.81206     0.00000     3.38525     1.40158     0.29104
   712     11     3.78594     0.00000     1.89297     4.22912     0.34183     1.77273     3.78594     1.89297     0.00000     1.93863     0.74266     0.22666     1.93863     0.00000     0.96932     1.93863     0.00000     0.96932     1.93863     0.00000     0.96932     4.17413     0.00000     2.08706     1.93863     0.96932     0.00000     1.93863     0.74974     0.21957
   712     12     2.60954     1.30477     0.00000     4.00062     1.30477     0.69554     4.00062     2.00031     0.00000     2.60954     1.30477     0.00000     4.00062     1.30477     0.69554     2.60954     1.30477     0.00000     3.97721     1.44732     0.54128     4.00062     1.30477     0.69554     2.60954     1.30477     0.00000     2.60954     1.30477     0.00000
   713      6     0.93273     0.05697     0.40939     0.93273     0.46636     0.00000     0.93273     0.11606     0.35030     0.93273     0.46035     0.00601     0.93273     0.46636     0.00000     0.93273     0.46636     0.00000     0.93273     0.44084     0.02553     1.18840     0.07883     0.51537     0.93273     0.02482     0.44154     0.93273     0.46636     0.00000
   713      7     0.00000     0.00000     0.00000     1.95508     0.00000     0.97754     1.68446     0.00000     0.84223     1.68446     0.00000     0.84223     1.95508     0.00000     0.97754     0.00000     0.00000     0.00000     1.68446     0.00000     0.84223     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     1.51817     0.00000     0.75909
   713      8     2.79634     0.00000     1.39817     2.79634     0.06505     1.33312     2.24056     0.61162     0.50866     2.79634     0.93568     0.46249     2.79634     0.39431     1.00386     2.79634     1.39817     0.00000     2.79634     0.00000     1.39817     2.79634     0.00000     1.39817     2.79634     0.00000     1.39817     2.79634     1.39817     0.00000
   713      9     3.46637     0.00000     1.73319     3.46637     0.00000     1.73319     3.46637     0.00000     1.73319     3.46637     0.00000     1.73319     3.46637     0.00000     1.73319     3.46637     0.00000     1.73319     3.46637     0.00000     1.73319     3.46637     0.00000     1.73319     3.46637     0.00000     1.73319     3.46637     0.00000     1.73319
   713     10     0.00000     0.00000     0.00000     3.77311     0.00000     1.88655     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     3.77311     0.00000     1.88655     4.29375     0.00000     2.14688     3.77311     0.00000     1.88655     4.29375     0.00000     2.14688     3.77311     0.00000     1.88655     3.77311     0.00000     1.88655
   713     11     2.65521     1.32760     0.00000     3.15653     1.37186     0.20641     4.21611     0.08333     2.02473     3.53884     1.76942     0.00000     4.74041     0.00000     2.37020     3.15653     1.32760     0.25066     3.15653     0.00000     1.57827     3.15653     0.00000     1.57827     3.15653     0.00000     1.57827     3.53884     1.40486     0.36456
   713     12     3.80318     0.00000     1.90159     3.80318     0.00000     1.90159     3.78905     0.00000     1.89452     3.80318     0.00000     1.90159     3.80318     0.00000     1.90159     3.80318     0.00000     1.90159     3.80318     0.00000     1.90159     3.80318     0.00000     1.90159     3.80318     0.00000     1.90159     3.80318     0.00000     1.90159
   713     13     3.86130     1.93065     0.00000     3.86130     0.00000     1.93065     3.86130     0.00000     1.93065     3.86130     0.00000     1.93065     2.92133     0.00000     1.46067     3.86130     1.77843     0.15222     2.65521     0.00000     1.32760     3.86130     0.00000     1.93065     3.86130     0.30335     1.62730     3.86130     0.00000     1.93065
   714      5     0.35403     0.00000     0.17702     0.37591     0.00000     0.18795     0.37591     0.00000     0.18795     0.37591     0.00000     0.18795     0.35403     0.00000     0.17702     0.37591     0.00000     0.18795     0.35403     0.00000     0.17702     0.37591     0.00000     0.18795     0.37591     0.00000     0.18795     0.37591     0.00000     0.18795
   714      6     1.30617     0.00000     0.65308     1.30617     0.00000     0.65308     1.01124     0.13279     0.37283     1.30617     0.00000     0.65308     1.30617     0.00000     0.65308     1.01124     0.00000     0.50562     1.30617     0.65308     0.00000     1.01124     0.12564     0.37998     1.30617     0.00000     0.65308     1.01124     0.00000     0.50562
   714      7     2.16007     0.00000     1.08004     2.16007     0.00000     1.08004     2.16007     0.00000     1.08004     2.03208     0.75497     0.26107     2.16007     0.12181     0.95823     1.12002     0.00000     0.56001     1.12002     0.00000     0.56001     1.84684     0.00000     0.92342     2.03208     0.00000     1.01604     1.12002     0.56001     0.00000
   714      8     3.06005     0.03454     1.49548     3.06005     1.53003     0.00000     3.06005     0.55713     0.97290     2.70350     1.35175     0.00000     2.89844     0.21809     1.23113     2.24056     0.82231     0.29798     2.89844     0.00320     1.44602     2.24056     0.96376     0.15652     2.63278     0.71278     0.60361     2.24056     1.00267     0.11761
   714      9     3.78249     0.00000     1.89124     3.78249     0.00000     1.89124     3.78249     0.00000     1.89124     3.78249     1.89124     0.00000     3.78249     0.00440     1.88684     3.78249     0.00000     1.89124     3.57830     0.00000     1.78915     3.78249     0.00000     1.89124     3.78249     0.00000     1.89124     3.78249     0.78829     1.10295
   714     10     3.85665     0.00000     1.92832     1.99161     0.00000     0.99581     1.99161     0.00000     0.99581     1.99161     0.99581     0.00000     4.15870     0.00232     2.07703     1.99161     0.00000     0.99581     1.34444     0.00000     0.67222     1.99161     0.00000     0.99581     1.99161     0.00000     0.99581     1.34444     0.41506     0.25716
   714     11     3.83764     0.00000     1.91882     3.83764     0.28324     1.63559     3.83764     0.00000     1.91882     3.83764     1.91882     0.00000     3.83764     0.00000     1.91882     3.83764     0.00000     1.91882     3.83764     0.00000     1.91882     5.02112     0.00000     2.51056     3.83764     0.00000     1.91882     3.83764     0.60736     1.31146
   714     12     3.99965     1.99983     0.00000     4.06637     0.29519     1.73799     4.47276     0.40238     1.83400     3.99965     1.99983     0.00000     4.47276     1.09306     1.14332     4.79450     1.35213     1.04511     3.99965     0.00296     1.99687     4.79450     0.57991     1.81734     4.79450     0.08759     2.30966     3.99965     0.63300     1.36682
   715      6     1.06562     0.12643     0.40638     1.06210     0.00000     0.53105     0.00000     0.00000     0.00000     1.06562     0.29576     0.23706     1.06562     0.00000     0.53281     1.06562     0.53281     0.00000     1.06562     0.00000     0.53281     1.38775     0.00000     0.69387     1.06562     0.00000     0.53281     1.06562     0.00000     0.53281
   715      7     1.17541     0.00000     0.58770     1.12028     0.00000     0.56014     1.12028     0.00000     0.56014     1.17541     0.00000     0.58770     1.17541     0.00000     0.58770     1.12028     0.00000     0.56014     1.12028     0.00000     0.56014     1.12028     0.00000     0.56014     1.17541     0.00000     0.58770     1.17541     0.00000     0.58770
   715      8     3.26251     0.00000     1.63126     3.26251     0.00000     1.63126     3.26251     0.00000     1.63126     3.26251     0.00000     1.63126     3.26251     0.00000     1.63126     3.26251     0.00000     1.63126     3.26251     0.00000     1.63126     3.26251     0.00000     1.63126     3.26251     0.00000     1.63126     3.26251     0.00000     1.63126
   715      9     3.52093     0.00000     1.76047     4.03365     0.00000     2.01683     3.52093     0.00000     1.76047     4.03365     0.00000     2.01683     3.52093     0.00000     1.76047     4.03365     0.00000     2.01683     3.52093     0.00000     1.76047     3.52093     0.00000     1.76047     4.03365     0.00000     2.01683     3.52093     0.00000     1.76047
   715     10     3.20535     0.00000     1.60267     3.61628     0.00000     1.80814     3.20535     0.00000     1.60267     3.20535     0.00000     1.60267     3.20535     0.00000     1.60267     3.20535     0.00000     1.60267     3.20535     0.00000     1.60267     3.20535     0.00000     1.60267     3.20535     0.00000     1.60267     3.20535     0.00000     1.60267
   715     11     4.82563     0.00000     2.41281     4.82563     0.15270     2.26012     3.99965     1.99983     0.00000     4.82563     0.00000     2.41281     4.82563     0.72531     1.68751     3.98322     0.00000     1.99161     3.99965     1.99983     0.00000     4.82563     0.00680     2.40601     3.99965     0.95910     1.04073     3.99965     0.76841     1.23142
   715     12     3.99965     0.00000     1.99983     5.08914     0.06451     2.48006     3.99965     1.99983     0.00000     5.08914     0.00000     2.54457     5.08914     0.00000     2.54457     4.64682     2.04949     0.27392     5.08914     1.90306     0.64151     5.09410     2.00758     0.53947     3.99965     1.99983     0.00000     4.64682     1.51600     0.80741
   716      5     0.72646     0.00000     0.36323     0.72646     0.35966     0.00357     0.70807     0.16492     0.18911     0.72646     0.00000     0.36323     0.72646     0.22453     0.13870     0.72646     0.00000     0.36323     0.72646     0.00428     0.35895     0.72646     0.36323     0.00000     0.72646     0.34064     0.02260     0.70807     0.00000     0.35403
   716      6     1.14376     0.57188     0.00000     1.50495     0.54077     0.21171     0.70807     0.21142     0.14261     1.06210     0.13639     0.39466     1.06210     0.53105     0.00000     1.06210     0.53105     0.00000     1.06210     0.02195     0.50910     1.06210     0.03812     0.49292     1.50495     0.54082     0.21165     1.50495     0.35919     0.39329
   716      7     1.06210     0.00000     0.53105     2.67306     1.16398     0.17254     2.67306     0.53209     0.80444     2.13813     0.00000     1.06906     2.67306     0.00000     1.33653     2.67306     1.33653     0.00000     2.67306     0.05524     1.28128     2.67306     0.09595     1.24058     2.67306     1.17056     0.16597     2.67306     0.00000     1.33653
   716      8     3.56661     0.00000     1.78331     3.36084     1.68042     0.00000     3.56661     1.44209     0.34121     3.56661     1.78331     0.00000     3.56661     1.44003     0.34327     3.56661     1.27882     0.50449     3.56661     1.55946     0.22384     3.56661     0.83847     0.94483     3.56661     1.78331     0.00000     3.56661     0.00000     1.78331
   716      9     4.50567     0.00000     2.25283     4.50567     1.50391     0.74892     4.80463     0.00000     2.40231     4.80463     2.40231     0.00000     4.50567     0.00000     2.25283     4.80463     1.72271     0.67960     4.50567     0.62343     1.62941     4.50567     0.00000     2.25283     4.50567     2.25283     0.00000     4.50567     0.00000     2.25283
   716     10     3.96890     0.00279     1.98166     3.96312     0.00103     1.98053     2.68888     1.07280     0.27164     3.96890     1.98445     0.00000     3.96160     0.01477     1.96603     3.96312     1.73453     0.24703     3.96160     1.28853     0.69226     3.96312     0.41166     1.56990     3.96160     1.98080     0.00000     3.96312     1.46682     0.51474
   716     11     3.99965     0.00372     1.99611     6.35369     0.00138     3.17547     5.29328     1.43078     1.21586     5.29328     2.64664     0.00000     6.35369     0.02369     3.15316     5.63164     2.31333     0.50250     5.29328     2.06658     0.58006     5.29506     0.54903     2.09850     6.35369     3.17684     0.00000     5.63164     1.95628     0.85954
   716     12     6.63759     0.63938     2.67941     5.93349     2.96674     0.00000     5.93443     2.96721     0.00000     6.21820     2.96665     0.14245     6.63759     3.01124     0.30756     6.63759     3.31880     0.00000     6.63759     2.96895     0.34985     5.93443     2.25843     0.70879     6.63759     2.96673     0.35206     6.21820     0.00274     3.10636
   717      6     1.06210     0.53105     0.00000     1.06210     0.00066     0.53039     1.06210     0.25408     0.27697     1.06210     0.00000     0.53105     1.06210     0.35452     0.17653     1.06210     0.09337     0.43768     1.06210     0.00000     0.53105     1.06210     0.33984     0.19121     1.06210     0.39663     0.13442     1.06210     0.53105     0.00000
   717      7     2.93456     1.35398     0.11330     2.93456     0.00156     1.46572     2.93456     0.60105     0.86623     2.93456     1.28357     0.18371     2.93456     1.33057     0.13671     2.76573     1.29595     0.08692     2.56714     1.28357     0.00000     2.76573     1.34711     0.03575     1.87653     0.93826     0.00000     2.76573     1.38287     0.00000
   717      8     3.90323     1.95162     0.00000     3.90323     0.00253     1.94908     3.90323     1.13246     0.81915     3.90323     0.00000     1.95162     3.90323     1.95162     0.00000     3.90323     1.02152     0.93009     3.90323     0.00000     1.95162     3.90323     0.39884     1.55278     3.90323     1.38581     0.56581     3.90323     0.00000     1.95162
   717      9     3.21069     1.60535     0.00000     5.36881     0.00208     2.68232     3.21069     0.93153     0.67381     3.21069     0.00000     1.60535     5.36881     1.60535     1.07906     3.21069     0.84028     0.76507     3.21069     0.00000     1.60535     3.21069     0.32807     1.27727     3.21069     1.13993     0.46542     3.64091     0.00000     1.82046
   717     10     6.36777     2.89479     0.28909     6.36777     3.04381     0.14008     5.90682     2.95341     0.00000     5.21604     2.60802     0.00000     6.36777     3.18389     0.00000     5.57915     2.63119     0.15838     5.21604     2.60802     0.00000     5.56959     2.61522     0.16958     6.36777     2.97186     0.21203     6.36777     3.18389     0.00000
   717     11     7.05469     1.69833     1.82902     6.53804     3.16556     0.10346     7.05469     2.94174     0.58561     7.05469     0.00000     3.52735     6.82075     3.41037     0.00000     7.05469     0.13724     3.39011     7.05469     0.00000     3.52735     7.05469     0.04086     3.48648     5.97484     2.98742     0.00000     6.53804     3.26902     0.00000
   717     12     7.15327     0.00000     3.57663     7.15327     0.00000     3.57663     7.38148     0.00000     3.69074     7.15327     0.00000     3.57663     7.15327     1.24202     2.33462     7.38148     0.34390     3.34685     7.15327     0.00000     3.57663     7.15327     0.00000     3.57663     7.38148     0.00000     3.69074     7.38148     3.69074     0.00000
   718      5     0.83046     0.00000     0.41523     1.07714     0.53857     0.00000     0.83046     0.00000     0.41523     1.06210     0.53105     0.00000     0.83046     0.30042     0.11481     0.70807     0.00000     0.35403     0.70807     0.00000     0.35403     0.83046     0.06949     0.34573     0.83046     0.05794     0.35728     0.83046     0.22900     0.18623
   718      6     1.67510     0.00000     0.83755     1.87334     0.93667     0.00000     2.09528     0.00000     1.04764     0.00000     0.00000     0.00000     1.99201     0.52249     0.47351     1.87334     0.00000     0.93667     2.09528     0.00000     1.04764     1.87334     0.12086     0.81581     1.99201     0.00000     0.99601     1.99201     0.00000     0.99601
   718      7     2.94471     0.00000     1.47236     3.13128     0.00000     1.56564     2.72319     0.00000     1.36160     2.94471     1.47236     0.00000     3.13128     0.00000     1.56564     2.94471     0.00000     1.47236     2.63278     0.20545     1.11094     3.13128     0.00000     1.56564     3.13128     0.00000     1.56564     3.13128     0.02739     1.53825
   718      8     4.46973     0.00000     2.23487     4.46973     0.00000     2.23487     4.46973     0.00000     2.23487     4.46973     0.00000     2.23487     4.46973     0.00000     2.23487     4.46973     0.00000     2.23487     4.46973     0.00000     2.23487     4.46973     0.00000     2.23487     4.46973     0.00000     2.23487     4.37639     0.00000     2.18820
   718      9     3.86406     0.00000     1.93203     3.86406     0.00000     1.93203     3.86406     0.00000     1.93203     2.68888     1.34444     0.00000     3.86406     0.00000     1.93203     3.86406     0.00000     1.93203     2.68888     0.00000     1.34444     3.87338     0.00000     1.93669     2.68888     0.59582     0.74862     3.86406     0.82617     1.10586
   718     10     6.77649     0.00000     3.38825     6.77649     0.00000     3.38825     6.77649     0.00000     3.38825     6.77649     3.38825     0.00000     6.77649     0.00000     3.38825     5.90273     0.00000     2.95137     6.77649     0.00000     3.38825     6.77649     0.00000     3.38825     6.77649     1.50159     1.88666     6.77649     2.08210     1.30615
   718     11     7.21242     0.00000     3.60621     7.47285     0.00000     3.73643     7.47285     0.00000     3.73643     7.47285     3.73643     0.00000     7.47285     0.00000     3.73643     7.21242     0.77496     2.83125     7.47285     0.00000     3.73643     7.47285     0.00000     3.73643     7.47285     3.61188     0.12455     7.47285     0.00000     3.73643
   718     12     7.79192     3.89596     0.00000     7.79192     1.37432     2.52164     7.79192     3.89596     0.00000     7.79192     3.89596    -0.00000     7.79192     1.97601     1.91995     7.79192     3.89596     0.00000     7.79192     3.89596    -0.00000     7.79192     0.00684     3.88912     7.79192     3.89596     0.00000     7.79192     3.89596    -0.00000
  1057      5     0.35403     0.01802     0.15899     0.35403     0.00000     0.17702     0.35403     0.17702     0.00000     0.35403     0.17155     0.00547     0.35403     0.00083     0.17619     0.35403     0.00000     0.17702     0.35403     0.17702    -0.00000     0.35403     0.17702     0.00000     0.35403     0.01802     0.15899     0.00000     0.00000     0.00000
  1057      6     1.03102     0.00000     0.51551     1.03102     0.00000     0.51551     1.03102     0.51551     0.00000     0.00000     0.00000     0.00000     1.03102     0.00000     0.51551     0.00000     0.00000     0.00000     1.03102     0.31425     0.20126     1.03102     0.10843     0.40708     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
  1057      7     1.14220     0.01003     0.56108     1.12028     0.00000     0.56014     1.12028     0.56014     0.00000     1.12028     0.51461     0.04553     1.12028     0.09394     0.46620     1.12028     0.00000     0.56014     1.14220     0.56588     0.00522     1.14220     0.57110     0.00000     1.14220     0.01003     0.56108     1.14220     0.00000     0.57110
  1057      8     2.98087     0.02183     1.46861     3.14973     0.00000     1.57487     3.14973     1.17604     0.39882     2.24056     1.12028     0.00000     2.24056     0.20451     0.91577     3.14973     0.00000     1.57487     3.14973     1.14686     0.42800     2.24056     1.12028     0.00000     2.98087     0.02183     1.46861     2.24056     0.00000     1.12028
  1057      9     4.05425     1.91494     0.11218     4.11206     1.15631     0.89972     4.05425     2.02713     0.00000     4.11206     2.02713     0.02890     3.91232     1.95616     0.00000     4.11206     0.00000     2.05603     4.05425     2.02713     0.00000     4.11206     2.01978     0.03625     4.11206     1.91494     0.14109     4.11206     2.01799     0.03804
  1057     10     2.18699     0.00000     1.09349     2.18699     0.00000     1.09349     1.99161     0.44316     0.55265     1.99161     0.05750     0.93831     1.99161     0.00000     0.99581     2.18699     0.00000     1.09349     1.34444     0.67222     0.00000     1.34444     0.00000     0.67222     1.34444     0.00000     0.67222     1.99161     0.00000     0.99581
  1057     11     3.97112     0.00000     1.98556     2.65521     0.00000     1.32760     3.97664     0.00000     1.98832     3.97112     0.78840     1.19717     3.97112     0.01885     1.96672     2.65521     0.00000     1.32760     2.65521     1.32760     0.00000     3.97188     0.00000     1.98594     3.97112     0.00000     1.98556     2.65521     0.00000     1.32760
  1057     12     5.00458     0.00000     2.50229     5.00303     0.00000     2.50151     5.00303     0.00000     2.50151     5.00458     1.38297     1.11932     4.65764     0.03306     2.29576     5.00458     0.00000     2.50229     4.65764     2.32882     0.00000     5.00458     0.00000     2.50229     4.65764     0.00000     2.32882     5.00458     0.00000     2.50229
  1057     13     5.04860     0.00000     2.52430     3.99965     0.00000     1.99983     5.04956     2.52478     0.00000     5.04860     1.87115     0.65315     5.04860     2.37706     0.14723     5.04597     0.00000     2.52298     5.04860     0.00000     2.52430     5.04860     0.00000     2.52430     5.04956     0.00000     2.52478     5.04860     0.00000     2.52430
  1058      5     0.40188     0.00000     0.20094     0.40188     0.00000     0.20094     0.40188     0.00000     0.20094     0.40188     0.00000     0.20094     0.40188     0.00000     0.20094     0.40188     0.00000     0.20094     0.40188     0.00000     0.20094     0.40188     0.00000     0.20094     0.35403     0.00000     0.17702     0.40188     0.00000     0.20094
  1058      6     1.09056     0.00000     0.54528     1.42516     0.00000     0.71258     1.09056     0.00000     0.54528     1.42516     0.00000     0.71258     1.06210     0.00000     0.53105     1.09056     0.00000     0.54528     1.09056     0.00000     0.54528     1.09056     0.00000     0.54528     1.09056     0.00000     0.54528     1.42516     0.00000     0.71258
  1058      7     2.02129     1.01065     0.00000     2.38031     0.44095     0.74920     1.79764     0.00000     0.89882     2.04326     1.02163     0.00000     1.06210     0.21927     0.31178     2.51094     0.95718     0.29830     1.06210     0.32890     0.20215     2.38031     1.01065     0.17951     2.38031     0.94135     0.24881     1.06210     0.53105     0.00000
  1058      8     3.35864     0.00438     1.67494     3.35864     0.00000     1.67932     3.35864     1.66988     0.00944     3.35864     0.00238     1.67694     3.35864     0.00000     1.67932     3.35864     0.00000     1.67932     3.35864     1.62458     0.05474     3.35864     0.00438     1.67494     3.35864     1.58174     0.09758     3.35864     1.67932     0.00000
  1058      9     4.15814     2.07907     0.00000     3.61845     0.00000     1.80922     3.91326     1.95663     0.00000     4.15814     2.07907     0.00000     3.61845     1.04826     0.76096     4.15814     2.07133     0.00774     4.15814     1.95996     0.11911     4.15814     2.07907    -0.00000     4.15814     1.96310     0.11597     4.15814     1.95594     0.12313
  1058     10     3.30017     1.65008     0.00000     3.73412     0.00000     1.86706     3.30017     1.65008     0.00000     3.30017     1.65008     0.00000     3.30017     1.35745     0.29263     3.30017     1.65008     0.00000     3.73412     1.65008     0.21698     3.30017     1.65008     0.00000     3.30017     1.65008     0.00000     3.30017     1.57128     0.07880
  1058     11     4.99143     2.05479     0.44093     4.62163     0.00000     2.31082     4.99159     1.99983     0.49597     3.99965     1.99983     0.00000     4.99143     2.09629     0.39942     3.99965     1.99983     0.00000     4.99159     2.49579     0.00000     4.99159     2.05479     0.44100     4.99159     2.14427     0.35152     4.99159     2.42651     0.06929
  1058     12     6.21364     3.10682     0.00000     5.27459     0.00000     2.63730     6.21364     2.53421     0.57261     6.21364     3.10682     0.00000     6.21364     3.10682    -0.00000     6.21364     0.00000     3.10682     6.21364     0.23244     2.87437     6.21364     3.10682     0.00000     5.27459     1.50805     1.12924     6.21364     0.00000     3.10682
  1059      6     0.00000     0.00000     0.00000     0.70807     0.00000     0.35403     1.49547     0.00000     0.74774     0.70807     0.00000     0.35403     0.00000     0.00000     0.00000     1.06210     0.00000     0.53105     1.06210     0.00000     0.53105     0.00000     0.00000     0.00000     1.49547     0.00000     0.74774     0.00000     0.00000     0.00000
  1059      7     2.12144     1.06072     0.00000     2.12144     1.06072     0.00000     2.64991     0.93866     0.38630     2.64991     0.05215     1.27280     2.64991     0.00295     1.32200     2.64991     0.48510     0.83986     2.64991     1.06120     0.26376     2.64991     1.23621     0.08875     2.64991     0.00000     1.32496     2.64991     0.10529     1.21966
  1059      8     3.53054     0.00000     1.76527     3.32795     0.00000     1.66398     3.53054     0.00000     1.76527     3.36084     0.00000     1.68042     3.53054     0.00000     1.76527     3.53054     0.00000     1.76527     3.53054     0.00000     1.76527     3.53054     0.00000     1.76527     3.53054     0.00000     1.76527     3.53054     0.00000     1.76527
  1059      9     4.44351     0.15554     2.06622     1.92275     0.35309     0.60829     4.44351     0.00000     2.22176     4.44351     0.01728     2.20447     4.44351     0.01728     2.20447     4.44351     0.00000     2.22176     4.73208     0.00350     2.36254     4.44351     0.95788     1.26388     4.44351     0.00000     2.22176     1.92275     0.96138     0.00000
  1059     10     3.90422     0.08022     1.87188     3.90422     0.00000     1.95211     3.90422     0.00000     1.95211     2.68888     0.00000     1.34444     3.90422     0.24736     1.70475     3.90422     0.00000     1.95211     2.68888     0.00000     1.34444     3.90422     1.95211     0.00000     2.68888     0.00000     1.34444     3.90422     0.00000     1.95211
  1059     11     5.20215     0.10689     2.49418     5.52973     0.31024     2.45463     5.20215     2.21880     0.38227     5.20335     0.00651     2.59517     5.20215     0.32959     2.27149     5.20215     1.45811     1.14297     5.20215     2.60108     0.00000     5.20215     2.60108     0.00000     5.20215     0.00000     2.60108     5.20215     0.37251     2.22856
  1059     12     5.31042     0.00000     2.65521     6.48438     0.00000     3.24219     6.48438     0.00000     3.24219     6.08858     0.00000     3.04429     6.48438     0.00000     3.24219     6.08409     0.00000     3.04204     6.48438     0.00000     3.24219     5.31042     0.00000     2.65521     6.08858     0.00000     3.04429     5.31042     0.00000     2.65521
  1060      6     1.06210     0.41398     0.11707     1.06210     0.00064     0.53041     1.06210     0.00000     0.53105     1.06210     0.53105     0.00000     1.06210     0.45002     0.08103     1.06210     0.06885     0.46220     1.06210     0.00000     0.53105     1.06210     0.00000     0.53105     1.06210     0.13610     0.39495     1.06210     0.06278     0.46827
  1060      7     2.91827     1.13748     0.32166     2.91827     0.00176     1.45737     2.91827     0.00000     1.45914     2.91827     1.45914     0.00000     2.91827     1.23651     0.22263     2.42584     0.18918     1.02374     2.55405     0.00000     1.27702     2.91827     0.00000     1.45914     2.91827     0.37395     1.08519     2.91827     0.17250     1.28663
  1060      8     3.87353     0.00000     1.93676     3.87353     0.00000     1.93676     3.87353     1.93676     0.00000     3.87353     0.00000     1.93676     3.87353     0.00000     1.93676     3.87353     0.00000     1.93676     3.87353     1.13011     0.80665     3.87353     0.00000     1.93676     3.87353     0.00000     1.93676     3.36084     0.51303     1.16739
  1060      9     1.34444     0.00000     0.67222     5.30459     0.00000     2.65229     1.34444     0.67222     0.00000     1.34444     0.00000     0.67222     1.34444     0.00000     0.67222     5.30459     0.00000     2.65229     1.34444     0.39225     0.27998     1.34444     0.00000     0.67222     1.34444     0.00000     0.67222     1.34444     0.17806     0.49416
  1060     10     3.99965     0.00000     1.99983     5.16008     0.00000     2.58004     5.15090     2.57545     0.00000     5.15090     0.36995     2.20550     5.15090     1.07251     1.50294     5.15319     0.00000     2.57659     5.15090     0.00000     2.57545     5.15090     0.00000     2.57545     5.15090     0.00000     2.57545     5.15090     0.00000     2.57545
  1060     11     6.70965     0.00000     3.35482     6.43602     0.00000     3.21801     6.43602     3.21801     0.00000     6.43602     0.46226     2.75576     5.31042     1.34010     1.31511     6.93608     0.00000     3.46804     6.93608     0.00000     3.46804     6.93608     0.00000     3.46804     6.93608     0.00000     3.46804     6.70965     0.00000     3.35482
